fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia	iteracion
20220912 000424	-0.999139980275593	774	253	8	5	21462000	449
20220912 000453	-0.991689685569255	585	182	8	5	21824000	450
20220912 000521	-0.990802291351374	802	181	8	5	21718000	451
20220912 000559	-0.996014371208204	1659	546	13	5	19020000	452
20220912 000634	-0.994741933915973	1041	327	28	5	19720000	453
20220912 000703	-0.99001028170904	553	182	8	5	21870000	454
20220912 000739	-0.99726292079592	1249	410	30	5	18686000	455
20220912 000808	-0.993316412227643	1162	168	8	5	20182000	456
20220912 000837	-0.995698933307404	710	210	8	5	21696000	457
20220912 000908	-0.99507648983859	4733	566	12	5	17130000	458
20220912 000940	-0.993656294877488	3762	194	13	5	18058000	459
20220912 001018	-0.991008744109654	2232	733	14	5	18612000	460
20220912 001041	-0.997342387272014	3512	160	3	5	15224000	461
20220912 001118	-0.996326806816547	873	288	20	5	20204000	462
20220912 001200	-0.997103943253661	73	22	22	5	12650000	463
20220912 001237	-0.996340829210582	1043	241	25	5	18950000	464
20220912 001313	-0.99745922061334	973	320	17	5	19436000	465
20220912 001342	-0.998190904187308	5810	1133	10	5	17320000	466
20220912 001412	-0.998370838988378	6214	1317	30	5	17320000	467
20220912 001439	-0.99929582264656	3705	1130	8	5	18216000	468
20220912 001508	-0.996657444857805	6760	1792	10	5	15362000	469
20220912 001550	-0.992783538635875	5635	2	30	5	14966000	470
20220912 001622	-0.994320506778364	3852	805	25	5	18388000	471
20220912 001648	-0.998526702814416	7920	104	6	5	15066000	472
20220912 001715	-0.99614878832415	4845	783	7	5	17320000	473
20220912 001743	-0.992836282428471	7998	4	9	5	14894000	474
20220912 001815	-0.997635081820167	7999	670	30	5	15362000	475
20220912 001844	-0.993848328858888	7999	1775	24	5	15362000	476
20220912 001917	-0.991997098405383	6237	491	24	5	17320000	477
20220912 001945	-0.995066699683934	3718	1218	8	5	17806000	478
20220912 002022	-0.997725556803194	5767	900	26	5	17320000	479
20220912 002052	-0.993807098607003	5298	1744	11	5	17320000	480
20220912 002123	-0.991153713697991	5482	795	26	5	17320000	481
20220912 002145	-0.997236028188666	5827	1087	3	5	15224000	482
20220912 002214	-0.990817620432309	3509	1156	8	5	18078000	483
20220912 002244	-0.991324451612069	7934	2618	21	5	15362000	484
20220912 002315	-0.99306365103511	3832	1250	30	5	17686000	485
20220912 002337	-0.998278387821832	7999	1660	3	5	15224000	486
20220912 002409	-0.992764947880135	4016	1320	13	5	17686000	487
20220912 002439	-0.992564600654905	6069	1297	24	5	17320000	488
20220912 002509	-0.997921925250297	4093	792	11	5	18326000	489
20220912 002548	-0.999999547546422	2348	123	30	5	18978000	490
20220912 002618	-0.992535930022749	6722	2218	23	5	15362000	491
20220912 002650	-0.993002300657521	3246	572	12	5	18642000	492
20220912 002723	-0.99696115992686	3386	1116	28	5	18280000	493
20220912 002753	-0.997350443329498	3871	1270	12	5	17686000	494
20220912 002829	-0.990876077659667	3783	397	30	5	18298000	495
20220912 002905	-0.993244128626027	2347	252	30	5	19144000	496
20220912 002937	-0.999411817433035	5558	922	18	5	17320000	497
20220912 003007	-0.990558655019628	4516	1490	11	5	17138000	498
20220912 003050	-0.99798705236325	1878	227	28	5	19556000	499
20220912 003118	-0.99170764524335	3172	688	8	5	18034000	500
20220912 003153	-0.996705383781774	3248	315	28	5	18990000	501
20220912 003227	-0.994031316574231	3240	500	30	5	19258000	502
20220912 003259	-0.994861972825878	5586	1105	18	5	17320000	503
20220912 003328	-0.990022191446633	128	42	8	5	19808000	504
20220912 003402	-0.997356484445038	5935	502	16	5	17320000	505
20220912 003430	-0.993571676148047	6039	1243	7	5	17320000	506
20220912 003504	-0.992773590101823	1853	605	15	5	18640000	507
20220912 003538	-0.992704780055214	3680	677	20	5	18388000	508
20220912 003623	-0.99429475004186	3217	1	28	5	15972000	509
20220912 003659	-0.99134985035047	3673	192	18	5	18058000	510
20220912 003737	-0.990000646671021	1842	254	29	5	19852000	511
20220912 003816	-0.995092428503396	7367	1	23	5	14384000	512
20220912 003847	-0.995453494430138	5975	1903	20	5	17320000	513
20220912 003917	-0.995124204489177	7990	2630	23	5	15362000	514
20220912 003944	-0.992573358671118	7419	2448	3	5	15224000	515
20220912 004018	-0.997637262463324	815	187	8	5	21680000	516
20220912 004056	-0.994039949157194	7494	2473	30	5	15362000	517
20220912 004132	-0.990005392673619	7459	356	30	5	15272000	518
20220912 004206	-0.999834497111935	862	184	8	5	21758000	519
20220912 004246	-0.997874857577048	739	220	28	5	19934000	520
20220912 004320	-0.999601242955728	3966	851	21	5	18388000	521
20220912 004349	-0.999991145363409	2119	171	7	5	19704000	522
20220912 004418	-0.99999840874852	4560	181	8	5	16922000	523
20220912 004441	-0.99000589235874	6931	4	3	5	15224000	524
20220912 004518	-0.992335351193157	4485	291	30	5	17040000	525
20220912 004557	-0.999997429983425	7581	5	21	5	14446000	526
20220912 004625	-0.990003910814489	7661	1999	7	5	15362000	527
20220912 004704	-0.990002020927925	5133	523	30	5	17320000	528
20220912 004741	-0.992195608479329	7108	195	30	5	15154000	529
20220912 004819	-0.999904535057954	2118	333	30	5	19180000	530
20220912 004856	-0.999977831432173	3221	319	30	5	18990000	531
20220912 004920	-0.999181865134607	7608	2196	3	5	15224000	532
20220912 005001	-0.999981549103233	522	170	27	5	19388000	533
20220912 005027	-0.997468362984087	6550	220	5	5	15154000	534
20220912 005059	-0.999993466661531	5670	6	3	5	15224000	535
20220912 005131	-0.998719640462594	3166	342	7	5	18478000	536
20220912 005158	-0.992306971509202	5395	497	5	5	17320000	537
20220912 005229	-0.999733232721153	5755	1705	30	5	17320000	538
20220912 005300	-0.990003246008506	2868	212	8	5	18484000	539
20220912 005328	-0.999912043289958	4414	1455	6	5	17138000	540
20220912 005406	-0.999927285754331	2571	192	21	5	18746000	541
20220912 005433	-0.995838341996422	7394	1499	6	5	15362000	542
20220912 005518	-0.997113883747033	4605	3	30	5	15908000	543
20220912 005549	-0.993878116335208	6220	1744	30	5	17320000	544
20220912 005623	-0.990839293267354	1144	180	11	5	19810000	545
20220912 005657	-0.999999593045888	3052	168	13	5	18338000	546
20220912 005733	-0.990058755643375	3701	621	15	5	18388000	547
20220912 005812	-0.995282407387509	772	182	21	5	20530000	548
20220912 005840	-0.9909907138388	5298	628	6	5	17320000	549
20220912 005912	-0.999011039788345	8000	1208	11	5	15362000	550
20220912 005945	-0.994078435585557	3683	1215	19	5	17806000	551
20220912 010016	-0.993859663140121	894	271	8	5	21668000	552
20220912 010046	-0.992459899408732	5337	1439	8	5	17320000	553
20220912 010118	-0.992718192018449	6636	921	3	5	15224000	554
20220912 010152	-0.998755005241856	6776	956	22	5	15362000	555
20220912 010225	-0.997861867007628	4015	1321	30	5	17686000	556
20220912 010255	-0.998425165910275	5969	1968	7	5	17320000	557
20220912 010329	-0.997110716110227	4820	1069	21	5	17130000	558
20220912 010359	-0.998700931200039	5132	804	7	5	17320000	559
20220912 010440	-0.999658465108321	577	190	30	5	20318000	560
20220912 010506	-0.993429046684651	7999	1648	3	5	15224000	561
20220912 010538	-0.997991010589239	6147	2027	30	5	17320000	562
20220912 010609	-0.99464266372176	5942	669	8	5	17320000	563
20220912 010641	-0.990019660107223	5679	1874	13	5	17320000	564
20220912 010717	-0.993455377111742	6246	571	28	5	17320000	565
20220912 010750	-0.992485180154043	6410	539	12	5	16108000	566
20220912 010822	-0.999593386860311	769	147	8	5	21262000	567
20220912 010857	-0.99996767230229	2386	785	14	5	18090000	568
20220912 010928	-0.995660007836672	3251	474	8	5	19228000	569
20220912 011000	-0.99991989799556	599	194	8	5	21672000	570
20220912 011032	-0.996896491538547	752	186	8	5	21770000	571
20220912 011105	-0.998228731378017	737	213	8	5	21398000	572
20220912 011147	-0.990933860302458	5479	1807	21	5	17320000	573
20220912 011223	-0.995810474137582	2816	928	20	5	17736000	574
20220912 011255	-0.997749446885724	8000	1906	14	5	15362000	575
20220912 011329	-0.999176988315325	3375	1107	27	5	18268000	576
20220912 011406	-0.99427080205779	7999	552	24	5	15362000	577
20220912 011436	-0.994919045606238	5218	1718	7	5	17320000	578
20220912 011503	-0.992558860772813	3244	1062	3	5	15224000	579
20220912 011537	-0.993324657396898	5634	1310	19	5	17320000	580
20220912 011613	-0.990880141650142	3392	1114	27	5	18280000	581
20220912 011649	-0.993674581869093	4207	659	30	5	17086000	582
20220912 011724	-0.994415593673973	6037	1227	27	5	17320000	583
20220912 011757	-0.992734267559489	7998	2627	13	5	15362000	584
20220912 011831	-0.992927386096068	8000	1898	30	5	15362000	585
20220912 011909	-0.992111886405844	2097	680	24	5	18650000	586
20220912 011949	-0.990003429644664	5312	262	20	5	16958000	587
20220912 012022	-0.999084165461007	7999	1803	25	5	15362000	588
20220912 012100	-0.997347777510378	3544	462	15	5	18558000	589
20220912 012141	-0.990762252049454	3305	247	23	5	18730000	590
20220912 012222	-0.99913268010434	6392	459	12	5	16814000	591
20220912 012301	-0.990004873670553	7993	280	17	5	15272000	592
20220912 012335	-0.999328008357153	816	196	8	5	21676000	593
20220912 012409	-0.997498456215903	700	181	8	5	21806000	594
20220912 012447	-0.995026238299255	5800	478	25	5	17320000	595
20220912 012526	-0.996801777151375	5405	505	27	5	17320000	596
20220912 012602	-0.991379252305166	8000	784	15	5	15362000	597
20220912 012640	-0.9970161989731	2235	737	27	5	18612000	598
20220912 012723	-0.998776173077623	557	183	30	5	20072000	599
20220912 012805	-0.990725552409891	883	227	28	5	20424000	600
20220912 012847	-0.992204409006934	911	246	24	5	20288000	601
20220912 012923	-0.994516874115271	3341	1102	29	5	18266000	602
20220912 012954	-0.995513956240766	7999	599	6	5	15362000	603
20220912 013028	-0.998098506459849	5399	1781	20	5	17320000	604
20220912 013100	-0.992729957900162	3413	187	7	5	18914000	605
20220912 013138	-0.997016419088955	7993	2	15	5	14726000	606
20220912 013218	-0.998148501792374	6269	300	30	5	17230000	607
20220912 013314	-0.998270963673277	7997	2	29	5	14484000	608
20220912 013353	-0.994659045459091	5897	1944	14	5	17320000	609
20220912 013425	-0.994446228361189	5894	1462	3	5	15224000	610
20220912 013501	-0.999469404758479	5743	1894	12	5	17320000	611
20220912 013532	-0.99584754844637	1507	334	8	5	19828000	612
20220912 013604	-0.995607022120814	2690	8	7	5	18200000	613
20220912 013640	-0.996163271538763	4144	639	16	5	18326000	614
20220912 013720	-0.997917872096844	3954	309	27	5	18158000	615
20220912 013753	-0.998556618329313	2195	148	8	5	19476000	616
20220912 013826	-0.993693143828405	6164	2034	18	5	17320000	617
20220912 013902	-0.998441718659969	3623	436	12	5	18558000	618
20220912 013934	-0.997970921870326	3266	617	8	5	18642000	619
20220912 014015	-0.999055867809016	5840	244	23	5	17112000	620
20220912 014049	-0.991639867570875	903	192	8	5	21720000	621
20220912 014126	-0.992162870265425	5256	755	19	5	17320000	622
20220912 014200	-0.998404929550943	5976	1529	15	5	17320000	623
20220912 014227	-0.991682702742436	7998	442	3	5	15224000	624
20220912 014316	-0.992861972008289	3903	1	18	5	16208000	625
20220912 014356	-0.991646411406067	1684	266	21	5	20202000	626
20220912 014423	-0.99541405276713	7977	2632	3	5	15224000	627
20220912 014501	-0.992196058822163	3450	640	30	5	18642000	628
20220912 014536	-0.995792799213094	7197	2371	16	5	15362000	629
20220912 014614	-0.993459746027261	3261	560	26	5	18656000	630
20220912 014654	-0.993283863307266	6965	184	23	5	15154000	631
20220912 014733	-0.991324515778101	8000	387	26	5	15272000	632
20220912 014808	-0.991292613281224	909	95	8	5	21292000	633
20220912 014843	-0.990468769108684	5952	1964	27	5	17320000	634
20220912 014919	-0.992181289078807	6023	1367	15	5	17320000	635
20220912 014955	-0.999999133794298	5032	1659	26	5	17320000	636
20220912 015033	-0.995497329178629	6607	819	14	5	15362000	637
20220912 015117	-0.995066592381163	1549	285	30	5	20332000	638
20220912 015158	-0.995428831400793	2539	321	30	5	18666000	639
20220912 015241	-0.992187692891175	789	257	30	5	19844000	640
20220912 015334	-0.990003278291137	790	257	24	5	19844000	641
20220912 015414	-0.999688978597501	1835	185	14	5	19956000	642
20220912 015451	-0.991272086524334	5839	387	17	5	17230000	643
20220912 015525	-0.996255624464633	3295	187	8	5	18970000	644
20220912 015603	-0.996599473682125	7999	1172	28	5	15362000	645
20220912 015640	-0.994125396062505	5646	1863	24	5	17320000	646
20220912 015721	-0.997968362412245	4841	166	17	5	17028000	647
20220912 015756	-0.994363478295006	8000	2639	14	5	15438000	648
20220912 015824	-0.998239504149643	7998	758	3	5	15224000	649
20220912 015904	-0.999370988177989	3853	561	30	5	18388000	650
20220912 015940	-0.994033833307865	7999	1260	30	5	15362000	651
20220912 020017	-0.990450795869572	3510	922	21	5	18724000	652
20220912 020113	-0.996092575079526	3629	927	27	5	18604000	653
20220912 020150	-0.995599373867915	4509	1122	23	5	17130000	654
20220912 020229	-0.99915274539977	5539	1390	27	5	17320000	655
20220912 020300	-0.997956861526985	4765	1572	3	5	15224000	656
20220912 020340	-0.996725276527697	7998	2143	3	5	15224000	657
20220912 020414	-0.993476384509948	5642	387	7	5	17230000	658
20220912 020449	-0.992726038855836	3867	900	8	5	18388000	659
20220912 020533	-0.995072535781427	1502	180	20	5	19914000	660
20220912 020603	-0.991278109292509	7999	2022	3	5	15224000	661
20220912 020639	-0.998126863938743	8000	1635	30	5	15362000	662
20220912 020723	-0.992763937007203	1614	263	19	5	19794000	663
20220912 020800	-0.996141634822702	7998	1980	23	5	15362000	664
20220912 020843	-0.99164000469295	3276	552	22	5	18646000	665
20220912 020921	-0.99550377828347	3676	186	12	5	18058000	666
20220912 021003	-0.996507935372493	2153	475	23	5	19268000	667
20220912 021040	-0.997047477680282	5754	2	10	5	15624000	668
20220912 021119	-0.995082256664565	7998	1061	21	5	15362000	669
20220912 021159	-0.999334708679652	3150	1037	18	5	17816000	670
20220912 021240	-0.998613016073298	2105	688	23	5	18344000	671
20220912 021317	-0.996239238557311	3311	1088	10	5	18266000	672
20220912 021357	-0.991561566273711	4906	1096	3	5	15224000	673
20220912 021438	-0.994548161006245	5494	186	15	5	16990000	674
20220912 021518	-0.991576843701727	3472	1145	13	5	17838000	675
20220912 021558	-0.999701359482308	3774	593	11	5	18388000	676
20220912 021637	-0.997886753374542	6129	1574	25	5	17320000	677
20220912 021720	-0.993098863147717	900	296	13	5	19950000	678
20220912 021803	-0.993944108234135	1649	185	14	5	19976000	679
20220912 021832	-0.991811815884917	3578	2	3	5	15224000	680
20220912 021907	-0.993316666960876	3073	438	8	5	18568000	681
20220912 021943	-0.995922879233227	6439	1408	30	5	16108000	682
20220912 022026	-0.995295555321119	8000	230	30	5	15154000	683
20220912 022104	-0.995802847061883	4693	1547	10	5	17138000	684
20220912 022154	-0.995298131413498	5339	4	30	5	14956000	685
20220912 022232	-0.993544663041246	7998	2049	11	5	15362000	686
20220912 022315	-0.999996330571557	3486	538	26	5	18864000	687
20220912 022354	-0.998113754222623	7194	2374	23	5	15362000	688
20220912 022442	-0.991476467736136	7997	2172	27	5	15362000	689
20220912 022519	-0.990679750567837	3814	309	8	5	18158000	690
20220912 022600	-0.990001954781081	5792	844	18	5	17320000	691
20220912 022642	-0.999666281669133	2873	625	29	5	18012000	692
20220912 022727	-0.996223327394732	3824	342	30	5	18298000	693
20220912 022808	-0.997722146811614	3632	785	30	5	18604000	694
20220912 022855	-0.991719381007708	822	263	26	5	20082000	695
20220912 022942	-0.99212054830669	962	155	28	5	20970000	696
20220912 023027	-0.993834285342427	1329	351	30	5	19566000	697
20220912 023113	-0.990001655770287	1008	303	28	5	20018000	698
20220912 023158	-0.990001324694137	1698	195	15	5	19972000	699
20220912 023242	-0.990274635313787	935	251	14	5	20180000	700
20220912 023328	-0.99150972657365	959	2	14	5	20652000	701
20220912 023415	-0.991531848425957	1870	83	17	5	18762000	702
20220912 023512	-0.993456232677977	822	176	27	5	20684000	703
20220912 190306	-0.991814967237181	1338	191	14	5	20194000	703
20220912 190353	-0.995660773888945	2087	687	8	5	18344000	704
20220912 190432	-0.991700221405674	908	3	8	5	20928000	705
20220912 190521	-0.993456232677977	822	176	27	5	20684000	706
20220912 190602	-0.992780778696682	874	184	8	5	21758000	707
20220912 190634	-0.999998988203101	7999	520	8	5	15362000	708
20220912 190708	-0.990834655883819	2368	480	9	5	19376000	709
20220912 190753	-0.992475711390577	910	99	21	5	19116000	710
20220912 190841	-0.991224338715806	878	160	27	5	20780000	711
20220912 190918	-0.990766143685534	2054	225	8	5	19610000	712
20220912 190958	-0.998396051869281	603	198	8	5	21610000	713
20220912 191038	-0.993125646808982	863	187	8	5	21602000	714
20220912 191118	-0.993952544748836	873	195	8	5	21628000	715
20220912 191157	-0.993759007488371	1853	605	8	5	18640000	716
20220912 191242	-0.992344173154549	3754	1237	26	5	17686000	717
20220912 191325	-0.99000241243203	3583	1181	30	5	17818000	718
20220912 191419	-0.994022556557921	5649	980	11	5	17320000	719
20220912 191500	-0.999911565954123	793	196	8	5	21676000	720
20220912 191536	-0.999995247379236	7999	2304	15	5	15362000	721
20220912 191628	-0.999988640898143	3642	2	30	5	15756000	722
20220912 191705	-0.991057491948817	5021	1189	30	5	17320000	723
20220912 191746	-0.99074843466866	2161	481	21	5	19240000	724
20220912 191836	-0.995051769382222	1927	171	29	5	19634000	725
20220912 191926	-0.994503398564141	2080	682	30	5	18650000	726
20220912 192015	-0.998985118900655	5926	778	30	5	17320000	727
20220912 192059	-0.994224687954756	2902	505	23	5	18922000	728
20220912 192136	-0.995049014097699	3979	563	5	5	18388000	729
20220912 192208	-0.997056857004114	1919	630	3	5	15224000	730
20220912 192301	-0.99999467822019	879	142	30	5	20174000	731
20220912 192343	-0.997000900246292	7997	2232	30	5	15362000	732
20220912 192434	-0.992190617777889	5681	2	14	5	15372000	733
20220912 192523	-0.998330933661188	877	277	27	5	20368000	734
20220912 192605	-0.992165607640954	6286	2074	30	5	16814000	735
