fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia	iteracion
20220911 221630	-0.999995447511153	4170	987	9	5	18326000	225
20220911 221701	-0.990499137232521	1825	249	19	5	19860000	226
20220911 221727	-0.990244143745973	8000	676	30	5	15362000	227
20220911 221757	-0.992829638106974	5740	268	20	5	17230000	228
20220911 221822	-0.990006940340537	5781	1613	19	5	17320000	229
20220911 221856	-0.997456067488712	645	195	19	5	19920000	230
20220911 221920	-0.99995248465283	7386	2435	26	5	15362000	231
20220911 221950	-0.999999066044875	1426	300	16	5	19974000	232
20220911 222019	-0.996224914618982	2902	658	30	5	18270000	233
20220911 222050	-0.993226068300413	1603	528	20	5	19792000	234
20220911 222130	-0.997423665493843	3138	1	29	5	16886000	235
20220911 222154	-0.990916601214116	875	175	8	5	21562000	236
20220911 222219	-0.990211703908363	631	204	8	5	21598000	237
20220911 222243	-0.996958263359962	603	9	8	5	20564000	238
20220911 222308	-0.993241765311974	594	196	8	5	21714000	239
20220911 222332	-0.990807819724722	786	189	7	5	20882000	240
20220911 222402	-0.991423616013061	727	232	16	5	19790000	241
20220911 222427	-0.998548379964511	656	189	9	5	20634000	242
20220911 222450	-0.998545887510228	711	152	7	5	21004000	243
20220911 222525	-0.992072470317499	611	185	27	5	20358000	244
20220911 222601	-0.991961700000233	234	76	22	5	15220000	245
20220911 222631	-0.992742736205549	941	295	17	5	20202000	246
20220911 222707	-0.992392812643499	1235	407	27	5	18782000	247
20220911 222741	-0.9916711383924	911	234	29	5	20314000	248
20220911 222814	-0.993294650740018	797	235	23	5	20120000	249
20220911 222845	-0.99401596922585	672	215	15	5	19956000	250
20220911 222915	-0.998097887427614	1727	567	19	5	19100000	251
20220911 222939	-0.996884509356558	1010	324	8	5	20672000	252
20220911 223009	-0.992906532763052	2082	269	23	5	19534000	253
20220911 223038	-0.994220623531885	2318	759	20	5	18284000	254
20220911 223115	-0.998137689748751	370	122	28	5	19046000	255
20220911 223144	-0.997426783688352	632	205	13	5	19686000	256
20220911 223217	-0.990399079458923	818	268	21	5	20254000	257
20220911 223248	-0.99099776538316	1012	331	27	5	20250000	258
20220911 223318	-0.99833848552461	2127	171	15	5	19546000	259
20220911 223352	-0.99351602889766	876	245	30	5	20372000	260
20220911 223435	-0.992770928649555	601	1	30	5	17096000	261
20220911 223509	-0.993614913180642	1494	189	28	5	19952000	262
20220911 223539	-0.9900022530365	1643	541	27	5	19304000	263
20220911 223610	-0.992228094971238	2651	330	20	5	18352000	264
20220911 223635	-0.996326608551828	651	211	8	5	21572000	265
20220911 223659	-0.997284361650559	613	200	8	5	21604000	266
20220911 223731	-0.994507299608659	3544	550	14	5	18558000	267
20220911 223800	-0.997144407517063	2482	814	16	5	17818000	268
20220911 223833	-0.997921100399031	1101	172	23	5	19486000	269
20220911 223906	-0.991617219219182	3183	105	30	5	16948000	270
20220911 223937	-0.994923830808845	3632	327	30	5	18318000	271
20220911 224008	-0.993691399711835	3545	292	22	5	18330000	272
20220911 224031	-0.991976552236784	3869	1276	7	5	17686000	273
20220911 224103	-0.994771197246059	4256	95	19	5	16764000	274
20220911 224127	-0.999996627828898	1273	165	8	5	20306000	275
20220911 224154	-0.994965336206396	3450	1095	22	5	18266000	276
20220911 224220	-0.997951406516956	4289	1413	17	5	17076000	277
20220911 224245	-0.99377131038804	621	189	8	5	21652000	278
20220911 224313	-0.995745657980449	867	202	12	5	20502000	279
20220911 224338	-0.994544292989565	6580	2168	27	5	15362000	280
20220911 224409	-0.993466555705228	1553	493	30	5	19950000	281
20220911 224452	-0.999055252696208	896	1	30	5	18096000	282
20220911 224524	-0.997876722531743	1018	333	30	5	20250000	283
20220911 224551	-0.993216407841416	5275	816	14	5	17320000	284
20220911 224620	-0.992142450866658	5705	763	30	5	17320000	285
20220911 224648	-0.998925647418512	4338	637	15	5	17468000	286
20220911 224714	-0.990811917992137	4676	1543	26	5	17138000	287
20220911 224738	-0.993754017153877	8000	2635	3	5	15224000	288
20220911 224801	-0.991531466310657	4077	178	8	5	18118000	289
20220911 224826	-0.998345903070637	8000	2640	13	5	15438000	290
20220911 224851	-0.996156515890425	5456	1800	14	5	17320000	291
20220911 224918	-0.99654118258367	4470	1475	26	5	17138000	292
20220911 224936	-0.993420430588806	8000	557	3	5	15224000	293
20220911 225007	-0.998379060830562	4812	529	30	5	17130000	294
20220911 225035	-0.992961074591715	2869	941	23	5	17784000	295
20220911 225111	-0.990000566857334	2307	23	21	5	17688000	296
20220911 225136	-0.991824664093439	5791	958	9	5	17320000	297
20220911 225200	-0.995880238757266	4068	1	8	5	16934000	298
20220911 225231	-0.99801458331071	3266	278	18	5	18994000	299
20220911 225301	-0.999996329317474	4922	517	22	5	17320000	300
20220911 225327	-0.992566082487611	7984	2634	30	5	15438000	301
20220911 225353	-0.992654248362725	5505	1811	19	5	17320000	302
20220911 225421	-0.994633612363513	2756	908	12	5	17878000	303
20220911 225454	-0.999988673936967	1380	453	24	5	19606000	304
20220911 225526	-0.998589517082372	1802	224	22	5	20096000	305
20220911 225546	-0.997639645687141	7165	2364	3	5	15224000	306
20220911 225625	-0.9937510099481	7697	1	30	5	14384000	307
20220911 225652	-0.992230106507502	5149	1697	30	5	17320000	308
20220911 225718	-0.998072960747832	7932	2615	30	5	15362000	309
20220911 225738	-0.996079735022149	3231	1064	3	5	15224000	310
20220911 225815	-0.998900364069953	1422	183	18	5	19872000	311
20220911 225839	-0.991644924384176	8000	2639	8	5	15438000	312
20220911 225908	-0.998425168914471	3060	882	21	5	18286000	313
20220911 225940	-0.990963928944142	905	297	19	5	19830000	314
20220911 230010	-0.990721595568348	1355	169	13	5	20068000	315
20220911 230043	-0.991840963052508	1605	230	27	5	19756000	316
20220911 230117	-0.990388280483265	952	303	25	5	19820000	317
20220911 230146	-0.99209886961641	4219	507	14	5	17086000	318
20220911 230212	-0.998903078767052	634	209	8	5	21572000	319
20220911 230242	-0.994611288460855	957	305	13	5	19988000	320
20220911 230307	-0.996567608781839	660	211	8	5	21572000	321
20220911 230338	-0.995561554417477	3976	529	27	5	18388000	322
20220911 230407	-0.999989490365284	3764	1240	14	5	17686000	323
20220911 230432	-0.999279899934092	2587	283	8	5	18748000	324
20220911 230451	-0.993286460828961	4640	1531	3	5	15224000	325
20220911 230517	-0.999788494097465	824	271	8	5	21656000	326
20220911 230543	-0.995977007967128	7992	1304	17	5	15362000	327
20220911 230608	-0.992771847464974	786	207	8	5	21658000	328
20220911 230634	-0.993808765145875	2509	179	8	5	18868000	329
20220911 230700	-0.996062459467392	693	228	8	5	21646000	330
20220911 230727	-0.995545843153836	582	187	8	5	21662000	331
20220911 230758	-0.998679804956573	1868	616	30	5	18650000	332
20220911 230835	-0.993692929184555	1377	454	17	5	19606000	333
20220911 230910	-0.993076190418002	1001	183	19	5	20436000	334
20220911 230941	-0.990603247067878	1904	623	30	5	19010000	335
20220911 231015	-0.994009529934547	1865	233	30	5	19746000	336
20220911 231041	-0.998570306010805	5944	1961	23	5	17320000	337
20220911 231105	-0.993965829506433	6145	2	8	5	15796000	338
20220911 231131	-0.991903250792975	7998	1742	19	5	15362000	339
20220911 231159	-0.993917396747024	5889	862	22	5	17320000	340
20220911 231233	-0.997145154717402	2109	145	19	5	19370000	341
20220911 231308	-0.993549202326068	1440	201	21	5	20062000	342
20220911 231336	-0.998966905525692	4856	1602	30	5	17320000	343
20220911 231401	-0.996878226424007	1790	157	8	5	20142000	344
20220911 231427	-0.995457317416303	7999	1626	30	5	15362000	345
20220911 231446	-0.990000133909231	5307	1	3	5	15224000	346
20220911 231512	-0.997022415835708	6086	1190	30	5	17320000	347
20220911 231542	-0.996193210975715	7999	547	25	5	15362000	348
20220911 231617	-0.998722806630415	968	275	23	5	20018000	349
20220911 231643	-0.999285394058941	876	289	8	5	21522000	350
20220911 231702	-0.995386600285733	8000	1743	3	5	15224000	351
20220911 231732	-0.999994708583467	6233	282	17	5	17230000	352
20220911 231757	-0.999974628462566	5855	648	9	5	17320000	353
20220911 231829	-0.991842067232513	8000	4	19	5	14590000	354
20220911 231901	-0.997829734969099	5286	337	8	5	17230000	355
20220911 231926	-0.995013901022551	8000	2138	15	5	15362000	356
20220911 231946	-0.99536588463766	6787	935	3	5	15224000	357
20220911 232011	-0.990067744029193	1296	227	8	5	2e+07	358
20220911 232040	-0.990811568823499	5239	1139	14	5	17320000	359
20220911 232110	-0.997916939772305	2844	171	12	5	18438000	360
20220911 232140	-0.995291118331885	3608	974	17	5	18546000	361
20220911 232215	-0.996222511997821	2274	198	27	5	19264000	362
20220911 232239	-0.997447690101419	5208	1717	8	5	17320000	363
20220911 232305	-0.9988208519641	2188	719	8	5	18392000	364
20220911 232342	-0.998188422989794	1600	6	19	5	17242000	365
20220911 232412	-0.992932501321981	4850	589	25	5	17320000	366
20220911 232439	-0.991351246197718	6541	1442	30	5	15362000	367
20220911 232506	-0.994495022786306	4913	1615	20	5	17320000	368
20220911 232530	-0.998171612190309	3826	1260	7	5	17686000	369
20220911 232550	-0.991929595701353	6088	2009	3	5	15224000	370
20220911 232620	-0.998348781850321	6045	169	14	5	17112000	371
20220911 232654	-0.999579926083192	1432	322	21	5	20108000	372
20220911 232721	-0.996025035629853	5573	1838	30	5	17320000	373
20220911 232750	-0.993328186787884	8000	859	17	5	15362000	374
20220911 232823	-0.999222012464516	787	255	16	5	19788000	375
20220911 232853	-0.99138508161963	3492	842	24	5	18856000	376
20220911 232922	-0.993929358397787	3747	675	8	5	18388000	377
20220911 232951	-0.996033719115998	4924	940	30	5	17320000	378
20220911 233011	-0.992108566260139	6206	1	3	5	15224000	379
20220911 233039	-0.99137081731563	6337	2091	16	5	16814000	380
20220911 233105	-0.997237711904023	7943	2614	19	5	15362000	381
20220911 233140	-0.996242696051181	1643	177	21	5	20030000	382
20220911 233206	-0.996975957676918	3857	571	9	5	18388000	383
20220911 233229	-0.991880713443015	8000	1267	6	5	15362000	384
20220911 233257	-0.997287266222031	5795	1575	19	5	17320000	385
20220911 233324	-0.997221742532909	7183	1838	27	5	15362000	386
20220911 233357	-0.990000106325773	3780	391	26	5	18298000	387
20220911 233447	-0.994407633529757	7999	1147	9	5	15362000	389
20220911 233518	-0.996535030248058	3477	659	20	5	18558000	390
20220911 233546	-0.994555249596343	4903	1616	30	5	17320000	391
20220911 233612	-0.99897552090046	6540	2154	17	5	15362000	392
20220911 233637	-0.996048757812355	7999	2	8	5	14956000	393
20220911 233704	-0.996965603498068	617	202	8	5	21604000	394
20220911 233732	-0.999579653808427	944	310	8	5	21048000	395
20220911 233759	-0.996819919709831	714	201	8	5	21666000	396
20220911 233825	-0.996004167432296	658	175	8	5	21474000	397
20220911 233859	-0.998325717946429	1396	458	26	5	19606000	398
20220911 233940	-0.990983486197997	1238	401	23	5	18782000	399
20220911 234013	-0.998667446726747	1756	575	17	5	19022000	400
20220911 234050	-0.99500957409531	851	275	19	5	20340000	401
20220911 234117	-0.994633400167047	1414	451	8	5	19732000	402
20220911 234144	-0.997134679557212	660	163	8	5	21518000	403
20220911 234214	-0.999999337237346	3641	804	30	5	18604000	404
20220911 234243	-0.990798668731815	3270	623	11	5	18642000	405
20220911 234316	-0.994561576577943	744	18	11	5	19842000	406
20220911 234342	-0.999994834313056	5248	1323	9	5	17320000	407
20220911 234407	-0.999993722781573	6554	1638	8	5	15362000	408
20220911 234442	-0.99000309657984	761	249	30	5	19678000	409
20220911 234507	-0.990845254974976	3190	44	8	5	18522000	410
20220911 234539	-0.990001643430161	3026	492	30	5	18604000	411
20220911 234614	-0.990001189981932	4805	211	30	5	16800000	412
20220911 234641	-0.999991486411035	5680	1277	23	5	17320000	413
20220911 234709	-0.990014528286264	7362	2429	12	5	15362000	414
20220911 234737	-0.99512391396881	7029	819	30	5	15362000	415
20220911 234808	-0.999996652377728	7197	430	30	5	15362000	416
20220911 234836	-0.990004552364126	6627	1034	12	5	15362000	417
20220911 234903	-0.991239343180542	5185	183	11	5	16990000	418
20220911 234937	-0.990002668834712	5361	1260	25	5	17320000	419
20220911 235003	-0.990013465124516	7999	2330	24	5	15362000	420
20220911 235031	-0.990011408442154	7995	1109	22	5	15362000	421
20220911 235056	-0.990009937853435	4834	861	8	5	17320000	422
20220911 235136	-0.990367911692301	6454	1	30	5	14496000	423
20220911 235156	-0.99099501289936	6265	1441	3	5	15224000	424
20220911 235221	-0.994370925494281	6850	2259	8	5	15362000	425
20220911 235246	-0.990010894463336	5956	287	7	5	17230000	426
20220911 235312	-0.999998127656066	3380	783	8	5	18940000	427
20220911 235347	-0.996303131437339	5556	1	19	5	15148000	428
20220911 235418	-0.998417959763889	3399	471	29	5	19084000	429
20220911 235448	-0.999996579132335	3382	1110	21	5	18280000	430
20220911 235521	-0.999996601755037	1968	275	19	5	19554000	431
20220911 235548	-0.991796633991248	694	187	8	5	21768000	432
20220911 235617	-0.996439485673775	6377	1028	20	5	16814000	433
20220911 235649	-0.993949310963464	6412	507	17	5	16108000	434
20220911 235713	-0.990226923719977	5353	1724	7	5	17320000	435
20220911 235745	-0.998227734851077	8000	264	18	5	15148000	436
20220911 235816	-0.998018016964729	2382	473	30	5	19378000	437
20220911 235836	-0.993993415815572	4107	183	3	5	15224000	438
20220911 235857	-0.994807220016973	7261	1	3	5	15224000	439
20220911 235924	-0.990111582079033	718	234	8	5	21548000	440
20220912 000003	-0.996259997678268	1453	478	17	5	19934000	441
20220912 000040	-0.998447027920157	2937	259	24	5	18492000	442
20220912 000110	-0.993849613619144	934	176	9	5	21064000	443
20220912 000143	-0.990013974306979	1992	655	19	5	18702000	444
20220912 000216	-0.993877672787607	2921	963	14	5	17992000	445
20220912 000252	-0.991258752459324	1046	342	30	5	19432000	446
20220912 000325	-0.992045551475996	2849	936	28	5	17784000	447
20220912 000355	-0.991227462065129	3723	1226	19	5	17802000	448
