fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia	iteracion
20220911 034253	-0.995548806787455	973	209	13	5	20562000	54
20220911 034318	-0.991483193021308	1343	196	13	5	20190000	55
20220911 034344	-0.991493897763041	1665	141	14	5	19668000	56
20220911 034410	-0.991455591948036	879	226	13	5	20424000	57
20220911 034436	-0.990012326379286	570	148	13	5	19016000	58
20220911 034502	-0.990025329163628	1123	312	13	5	19818000	59
20220911 034528	-0.991490131873317	595	265	14	5	19800000	60
20220911 034554	-0.99098156812231	973	207	13	5	20342000	61
20220911 034620	-0.992779472322659	872	209	13	5	20712000	62
20220911 034645	-0.992767307231158	1306	218	13	5	19918000	63
20220911 034713	-0.991498951964939	504	28	14	5	18226000	64
20220911 034739	-0.992780343176512	514	106	13	5	18954000	65
20220911 034804	-0.99278101081716	997	310	13	5	20292000	66
20220911 034831	-0.991472642169958	1047	165	14	5	19910000	67
20220911 034857	-0.991813952117706	726	206	13	5	19964000	68
20220911 034922	-0.995547409023579	896	365	13	5	19532000	69
20220911 034949	-0.995557326931375	1086	84	13	5	19536000	70
20220911 035015	-0.991507466275144	1022	205	14	5	19546000	71
20220911 035040	-0.991437420318473	2202	237	13	5	19152000	72
20220911 035105	-0.991520739061183	2189	233	13	5	19152000	73
20220911 035130	-0.991512811483229	2238	236	13	5	19152000	74
20220911 035200	-0.993989564561109	910	209	13	5	20890000	75
20220911 035225	-0.994003026840287	930	242	13	5	20334000	76
20220911 035250	-0.991455642768365	1744	479	13	5	19710000	77
20220911 035316	-0.997435636286616	1326	457	14	5	19070000	78
20220911 035341	-0.991485790918205	1355	304	13	5	19974000	79
20220911 035407	-0.993416918722972	904	211	13	5	20852000	80
20220911 035431	-0.991520819100617	2068	671	13	5	18650000	81
20220911 035458	-0.994461375396592	2278	34	14	5	18370000	82
20220911 035523	-0.995748824951565	2474	185	13	5	18746000	83
20220911 035550	-0.99167563416097	463	143	14	5	19280000	84
20220911 035616	-0.994638532462002	882	219	13	5	20258000	85
20220911 035642	-0.991601391220044	2169	150	13	5	19372000	86
20220911 035707	-0.991042522713129	1001	283	13	5	20070000	87
20220911 035732	-0.994515560345411	2367	502	13	5	19550000	88
20220911 035758	-0.9915207703412	969	258	13	5	19940000	89
20220911 035823	-0.993983854349368	948	297	13	5	19830000	90
20220911 035850	-0.993992924427509	948	132	13	5	19346000	91
20220911 035916	-0.991455573215858	1867	227	13	5	19810000	92
20220911 035941	-0.990702878876292	943	145	13	5	20610000	93
20220911 040007	-0.993416856491158	1112	240	13	5	19414000	94
20220911 040031	-0.992779456403255	1920	583	13	5	19036000	95
20220911 040056	-0.991485935191619	2287	282	13	5	19186000	96
20220911 040122	-0.991512929334217	1252	46	13	5	19254000	97
20220911 040148	-0.993826006275549	1322	209	13	5	20410000	98
20220911 040217	-0.994411806228767	1321	211	13	5	20372000	99
20220911 040244	-0.992779503374712	1174	37	13	5	19358000	100
20220911 040310	-0.991437369688996	933	231	13	5	20216000	101
20220911 040336	-0.995548858939051	1562	211	13	5	20130000	102
20220911 040401	-0.995548662700301	1205	302	13	5	19850000	103
20220911 040427	-0.991485938710011	894	186	13	5	20610000	104
20220911 040454	-0.991438057459132	543	84	13	5	17856000	105
20220911 040520	-0.992233174957664	1124	145	13	5	19760000	106
20220911 040547	-0.99360583671243	833	200	13	5	20466000	107
20220911 040613	-0.991485962548589	689	309	13	5	19740000	108
20220911 040639	-0.991361574022105	684	211	13	5	19794000	109
20220911 040706	-0.99067049230643	561	209	13	5	19808000	110
20220911 040733	-0.990713322524688	892	151	14	5	20828000	111
20220911 040759	-0.995711669472779	952	250	13	5	20076000	112
20220911 040826	-0.990001251803678	868	152	14	5	20652000	113
20220911 040851	-0.992917395474281	1696	308	13	5	20334000	114
20220911 040917	-0.996779846129614	984	208	13	5	20562000	115
20220911 040944	-0.991074742165137	1407	151	14	5	19712000	116
20220911 041011	-0.990681312166065	912	118	14	5	19408000	117
20220911 041038	-0.991493983381271	895	32	14	5	18940000	118
20220911 041105	-0.990004823227687	586	279	13	5	19268000	119
20220911 041132	-0.990473935820917	746	156	14	5	19642000	120
20220911 041159	-0.990760660275675	971	146	14	5	20826000	121
20220911 041230	-0.991666734526461	1412	146	14	5	19504000	122
20220911 041256	-0.991563533760961	1045	214	13	5	19620000	123
20220911 041322	-0.993405961897329	689	195	13	5	19858000	124
20220911 041347	-0.991512869771919	1200	318	13	5	19756000	125
20220911 041413	-0.990001247629458	1518	291	14	5	20326000	126
20220911 041440	-0.991493906371294	1267	270	14	5	20310000	127
20220911 041506	-0.993416993091476	828	175	13	5	20754000	128
20220911 041532	-0.992416680843439	1282	175	13	5	20098000	129
20220911 041559	-0.990033768429199	916	146	14	5	20610000	130
20220911 041627	-0.990540609707432	484	151	14	5	19522000	131
20220911 041654	-0.99161180884946	378	146	14	5	19388000	132
20220911 041721	-0.994527896746791	521	209	13	5	19844000	133
20220911 041747	-0.990055662288218	986	151	14	5	21040000	134
20220911 041816	-0.990091099591316	1195	158	14	5	19726000	135
20220911 041842	-0.994067747123004	1105	218	13	5	19482000	136
20220911 041908	-0.993930991988894	716	201	13	5	19934000	137
20220911 041935	-0.990033791236319	1233	45	14	5	19404000	138
20220911 042002	-0.990055649474989	1708	120	14	5	19586000	139
20220911 042028	-0.993463367839813	1346	207	13	5	20190000	140
20220911 042054	-0.993584884889672	884	215	13	5	20836000	141
20220911 042120	-0.993161028929514	1626	215	13	5	20062000	142
20220911 042146	-0.991037593867314	1668	149	13	5	19794000	143
20220911 042213	-0.990815349321009	865	154	14	5	20802000	144
20220911 042244	-0.994980344883489	545	211	13	5	19712000	145
20220911 174901	-0.990404193677705	892	395	13	5	19200000	146
20220911 174932	-0.994980344883489	545	211	13	5	19712000	147
20220911 174958	-0.995498799536893	824	175	13	5	20754000	148
20220911 175024	-0.995477420764327	858	191	13	5	20436000	149
20220911 175051	-0.991476955966275	810	203	13	5	20266000	150
20220911 175117	-0.991485898917923	785	113	13	5	18974000	151
20220911 175143	-0.99369777572328	724	211	13	5	19976000	152
20220911 175209	-0.993474019159906	659	214	13	5	19984000	153
20220911 175236	-0.990759659754305	1216	156	14	5	19968000	154
20220911 175302	-0.990768515747817	542	147	14	5	19082000	155
20220911 175328	-0.990001261449545	956	174	14	5	20336000	156
20220911 175353	-0.994411821984708	1090	61	13	5	19492000	157
20220911 175419	-0.99554876503587	1113	70	13	5	19170000	158
20220911 175443	-0.991455603182597	1156	261	13	5	19590000	159
20220911 175508	-0.991483200735372	1270	268	13	5	20224000	160
20220911 175534	-0.990834069792815	1587	142	14	5	19450000	161
20220911 175559	-0.999989460961493	1201	439	13	5	19176000	162
20220911 175624	-0.991485946954864	835	320	13	5	19928000	163
20220911 175650	-0.990055619570136	690	117	14	5	19218000	164
20220911 175716	-0.991493895157452	1184	448	14	5	19062000	165
20220911 175741	-0.993474030324096	1628	144	13	5	19730000	166
20220911 175806	-0.991476971626583	1524	577	13	5	19302000	167
20220911 175832	-0.993435634396905	895	193	13	5	20608000	168
20220911 175857	-0.99140034156313	1406	448	13	5	19606000	169
20220911 175922	-0.993435672716181	445	142	13	5	19194000	170
20220911 175952	-0.992763701969901	1183	211	13	5	19852000	171
20220911 180018	-0.992807740296118	658	223	13	5	19778000	172
20220911 180044	-0.990407707985483	1067	151	14	5	20020000	173
20220911 180110	-0.99041696170624	569	146	14	5	18862000	174
20220911 180135	-0.993419409708139	1323	172	13	5	20098000	175
20220911 180201	-0.995531647193348	1064	183	13	5	19306000	176
20220911 180229	-0.993494352827906	586	215	13	5	19896000	177
20220911 180319	-0.995481010497811	909	163	13	5	20986000	178
20220911 180345	-0.991413545526158	792	209	13	5	20358000	179
20220911 180411	-0.993659708723984	967	215	13	5	20644000	180
20220911 180437	-0.991559402957518	1269	209	13	5	20506000	181
20220911 180503	-0.993318086806889	964	211	13	5	20656000	182
20220911 180530	-0.990079189458818	1375	151	14	5	19720000	183
20220911 180556	-0.993927970667647	701	209	13	5	20034000	184
20220911 180623	-0.990746899626904	1422	154	14	5	19710000	185
20220911 180650	-0.995431208870908	676	169	13	5	19938000	186
20220911 180717	-0.995504589542345	763	161	13	5	20270000	187
20220911 180744	-0.992788924551186	686	195	13	5	19858000	188
20220911 180810	-0.99547511153064	1468	167	13	5	19824000	189
20220911 180837	-0.990835296498219	1029	146	14	5	20126000	190
20220911 180904	-0.993616431965544	1279	219	13	5	20014000	191
20220911 180930	-0.993982265707217	1346	221	13	5	19914000	192
20220911 181002	-0.990048294081342	600	157	14	5	18964000	193
20220911 181028	-0.994100417960611	1075	209	13	5	19662000	194
20220911 181055	-0.994002555826867	771	202	13	5	20092000	195
20220911 181122	-0.991517227874363	536	209	13	5	19918000	196
20220911 181148	-0.993435649072575	2040	212	13	5	19586000	197
20220911 181212	-0.993318096481058	1918	761	13	5	18620000	198
20220911 181239	-0.993494355414204	1715	28	13	5	17076000	199
20220911 181305	-0.99143738743168	2116	148	13	5	19436000	200
20220911 181332	-0.991493906422418	1348	19	14	5	18774000	201
20220911 181358	-0.99843731810952	2104	572	14	5	19004000	202
20220911 181425	-0.997281062484565	671	203	14	5	19750000	203
20220911 181451	-0.991942284363377	940	310	13	5	20180000	204
20220911 181517	-0.995559976373398	1212	447	13	5	19072000	205
20220911 181542	-0.994350435892881	1804	876	14	5	18012000	206
20220911 181608	-0.999421970305587	884	363	13	5	18944000	207
20220911 181636	-0.998142425846382	576	91	14	5	18424000	208
20220911 181702	-0.991657252237787	1875	358	14	5	19102000	209
20220911 181732	-0.99805258034316	1492	497	14	5	19940000	210
20220911 181757	-0.999616731290264	1960	195	13	5	19716000	211
20220911 181823	-0.99237751753998	137	3	13	5	18622000	212
20220911 181848	-0.995210633650019	1785	58	13	5	18736000	213
20220911 181914	-0.993577073277469	1882	81	13	5	18486000	214
20220911 181938	-0.999878065575833	2483	895	14	5	17864000	215
20220911 182008	-0.992605017484221	2121	676	13	5	18650000	216
20220911 182033	-0.991476954395906	2127	219	13	5	19484000	217
