fecha	cp	minsplit	minbucket	maxdepth	xval_folds	ganancia	iteracion
20220910 235422	-0.998631132412684	7996	2219	8	5	15362000	144
20220910 235444	-0.991073549572492	981	486	8	5	20346000	145
20220910 235505	-0.994651286161887	7998	2158	8	5	15362000	146
20220910 235525	-0.994863367283406	5	1	7	5	18854000	147
20220910 235546	-0.994200966581007	808	398	7	5	19918000	148
20220910 235610	-0.993852020981201	3166	1573	7	5	17570000	149
20220910 235632	-0.996757992530083	854	5	8	5	20710000	150
20220910 235652	-0.999999161388731	6077	3036	7	5	17436000	151
20220910 235711	-0.99367229148335	7989	3993	7	5	16330000	152
20220910 235730	-0.999996647286207	5726	4	7	5	15750000	153
20220910 235750	-0.995601207438347	3921	1957	7	5	17764000	154
20220910 235809	-0.993453178849927	7993	159	7	5	15192000	155
20220910 235830	-0.990009220291735	835	122	8	5	21328000	156
20220910 235852	-0.999384419304708	15	2	8	5	19752000	157
20220910 235912	-0.990642662285403	19	6	7	5	19276000	158
20220910 235932	-0.991102948470383	702	308	7	5	20798000	159
20220910 235953	-0.999996239936499	7083	3537	8	5	15696000	160
20220911 000013	-0.990002239675784	6340	5	7	5	15572000	161
20220911 000034	-0.998195960584554	631	301	8	5	21048000	162
20220911 000054	-0.992038031973764	2060	10	7	5	17740000	163
20220911 000114	-0.99000025322348	3930	1961	8	5	17764000	164
20220911 000135	-0.99241249078791	838	417	7	5	19414000	165
20220911 000156	-0.997156371616948	829	207	8	5	21658000	166
20220911 000215	-0.999986215643601	6923	3	7	5	14948000	167
20220911 000235	-0.99999717928483	4418	2	8	5	16930000	168
20220911 000256	-0.996993261071365	734	219	8	5	21446000	169
20220911 000316	-0.999998868054252	1849	48	7	5	18556000	170
20220911 000336	-0.990005093640876	2524	1262	7	5	17628000	171
20220911 000357	-0.993855365620778	23	10	8	5	20484000	172
20220911 000416	-0.991656984799316	7994	3992	7	5	16330000	173
20220911 000435	-0.999963173063104	3450	8	7	5	16844000	174
20220911 000456	-0.997749168595056	920	194	8	5	21716000	175
20220911 000517	-0.997294372693418	727	189	8	5	21808000	176
20220911 000537	-0.997897847501963	816	168	8	5	21618000	177
20220911 000558	-0.997602089244894	885	203	8	5	21618000	178
20220911 000622	-0.996391049135831	7997	1875	7	5	15362000	179
20220911 000641	-0.990001513881945	7996	2089	7	5	15362000	180
20220911 000702	-0.992614925245733	2682	1340	7	5	17464000	181
20220911 000723	-0.990993181114642	2960	1479	8	5	17624000	182
20220911 000743	-0.995501722302701	4784	368	8	5	17040000	183
20220911 000802	-0.999109248024688	8000	2689	7	5	15482000	184
20220911 000822	-0.990233092473884	679	262	7	5	20574000	185
20220911 000842	-0.993195995498549	8000	1264	8	5	15362000	186
20220911 000902	-0.999992032726108	5802	2900	8	5	17268000	187
20220911 000923	-0.996239654172381	2058	1019	8	5	17878000	188
20220911 000943	-0.996402972636348	7996	3213	8	5	15840000	189
20220911 001004	-0.990021915597977	5096	2547	8	5	17226000	190
20220911 001024	-0.991140980981416	2484	1241	7	5	17466000	191
20220911 001043	-0.997511537156822	2859	1429	7	5	17642000	192
20220911 001104	-0.99738866148535	839	175	8	5	21486000	193
20220911 001126	-0.997253535562905	806	211	8	5	21658000	194
20220911 001147	-0.998397318953068	895	195	8	5	21716000	195
20220911 001207	-0.998893612455811	2830	256	8	5	18458000	196
20220911 001226	-0.998358587549982	8000	1058	7	5	15362000	197
20220911 001248	-0.992681353971523	450	224	8	5	21270000	198
20220911 001307	-0.997320900270594	7995	1537	8	5	15362000	199
20220911 001328	-0.992098614563114	7996	3998	8	5	16330000	200
20220911 001349	-0.995334918104548	2364	1181	7	5	17806000	201
20220911 001409	-0.991954717040952	7997	158	8	5	15192000	202
20220911 001428	-0.995635358191432	7872	205	7	5	15154000	203
20220911 001448	-0.991859907901711	7993	1376	7	5	15362000	204
20220911 001510	-0.996381618617701	639	200	8	5	21604000	205
20220911 001533	-0.996482876721562	1173	147	8	5	20126000	206
20220911 001555	-0.991848290982275	1294	169	8	5	20272000	207
20220911 001618	-0.996325424010523	464	230	8	5	21264000	208
20220911 001649	-0.998863940622462	578	188	8	5	21662000	209
20220911 001711	-0.996824826083946	375	180	8	5	21754000	210
20220911 001732	-0.998747483684572	720	358	7	5	20390000	211
20220911 001754	-0.997176438577235	498	184	8	5	21808000	212
20220911 001815	-0.993558342617941	1524	758	8	5	18064000	213
20220911 001838	-0.992087650012242	419	208	8	5	21010000	214
20220911 001900	-0.992228529314433	1793	204	8	5	20414000	215
20220911 001921	-0.999731558136034	14	6	8	5	20448000	216
